name,description,brewery,real,createdAt,abv,type
Hazy Days,"Humlearomatisk smak med tydlig beska, inslag av papaya, knäckebröd, tallkåda, grapefrukt och kryddor.",Bryggerifabriken,true,2026-03-14T00:00:00,4.3,Lager
Neptun,"Fruktig smak med tydlig beska, inslag av mango, tallkåda, kryddor och grapefrukt.",Bryggerifabriken,true,2026-03-14T00:00:00,5.4,Lager
Save Your Soul IPA,"Fruktig smak med tydlig beska, inslag av torkade aprikoser, tallkåda, apelsinskal, mango och kryddor.",Brygghus 19,true,2026-03-14T00:00:00,5.5,India Pale Ale
Carlshamnsöl,"Maltig smak med inslag av ljus sirap, knäckebröd, aprikos och apelsin.",Brygghus 19,true,2026-03-14T00:00:00,5.2,Lager
London Pub Ale,"Fruktig, maltig smak med tydlig beska, inslag av aprikosmarmelad, ljus sirap, fruktkaka, choklad och apelsin.",Brygghus 19,true,2026-03-14T00:00:00,4.3,Lager
Kommaframöl,"Maltig doft med tydlig beska, inslag av knäckebröd, honung och citrus.",Brygghus 19,true,2026-03-14T00:00:00,5,Lager
Ström,"Maltig smak med inslag av knäckebröd, örter och mandarin.",Brygghus 19,true,2026-03-14T00:00:00,4.1,Lager
Julebrygd,"Nyanserad, maltig smak med liten sötma, inslag av mörkt knäckebröd, aprikos, ljus sirap, kryddor och apelsinskal.",Brygghus 19,true,2026-03-14T00:00:00,5,Lager
West Coast APA,"Nyanserad, fruktig smak med tydlig beska, inslag av torkade aprikoser, ananas, tallbarr, ljust knäckebröd och apelsinskal.",Brygghus 19,true,2026-03-14T00:00:00,4,Lager
Smugglarhamnens Pilsner,"Maltig smak med inslag av ljus sirap, aprikos, knäckebröd och apelsin.",Brygghus 19,true,2026-03-14T00:00:00,5.5,Pilsner
Påskebrygd,"Maltig smak med liten sötma, inslag av knäckebröd, honung, torkade aprikoser, örter och apelsin.",Brygghus 19,true,2026-03-14T00:00:00,5.3,Lager
Pink Hibiscus Gose,"Fruktig, syrlig smak med liten sälta, inslag av aprikos, hibiskus, ljust bröd och blodapelsin.",Brygghus 19,true,2026-03-14T00:00:00,4.7,Gose
Schwarzbier,"Maltig, något rostad smak med liten sötma, inslag av kavring, torkad frukt, choklad, tobak, kaffe, nötter och lakrits.",Brygghus 19,true,2026-03-14T00:00:00,4.3,Lager
Hallon Lakrits Smoothie Sour,"Söt, något syrlig, bärig smak med inslag av hallon, blodgrapefrukt och lakrits.",Brygghus 19,true,2026-03-14T00:00:00,4.7,Sour
Koalafication IPA,"Humlearomatisk smak med tydlig beska, inslag av mango, ananas, tallbarr, ljust bröd, rosmarin och grapefrukt.",Brygghus 19,true,2026-03-14T00:00:00,7.3,India Pale Ale
Italian Glam,"Maltig, fruktig smak med inslag av ljust bröd, aprikos, ananas, honung, örter och citrus.",Brygghus 19,true,2026-03-14T00:00:00,4.5,Lager
Hoppy Harbor DIPA,"Något humlearomatisk smak med sötma och tydlig beska, inslag av ljust bröd, tallkåda, grapefrukt, honung och sötlakrits.",Brygghus 19,true,2026-03-14T00:00:00,8.8,Double IPA
Queen of Hearts,"Humlearomatisk, fruktig smak med tydlig beska, inslag av grapefrukt, vitpeppar, mango, tallkåda, sockerkaka och ananas.",Brygghus 19,true,2026-03-14T00:00:00,4.3,Lager
Back From Brooklyn Double NEIPA,"Något humlearomatisk smak med tydlig beska, inslag av ljust bröd, mango, papaya, timjan, honung och grapefrukt.",Brygghus 19,true,2026-03-14T00:00:00,7.7,New England IPA
Smoothie Sour,"Bärig, syrlig smak med inslag av hallon, svarta vinbär, blåbär och sockerkaka.",Brygghus 19,true,2026-03-14T00:00:00,4.1,Sour
Prophecy Brewing Celestious,"Fruktig smak med tydlig beska och liten sötma, inslag av apelsin, mango, knäckebröd, tallkåda och ljus sirap.",Brygghus 19,true,2026-03-14T00:00:00,4.9,Lager
International Haze 2x Peach Apricot,"Fruktig, humlearomatisk smak med tydlig beska och liten sötma, inslag av aprikosmarmelad, persika, sockerkaka, rosmarin, passionsfrukt och grapefrukt.",Brygghus 19,true,2026-03-14T00:00:00,5,Lager
Oberoende Bitter,"Maltig, fruktig smak med tydlig beska, inslag av sirapslimpa, torkad frukt, knäck, pomerans och choklad.",Brygghus 19,true,2026-03-14T00:00:00,5.1,Lager
Creamy Italian Lemonade IPA,"Fruktig, humlearomatisk smak med tydlig beska, inslag av citron, ananas, färska örter, ljust bröd och honung.",Brygghus 19,true,2026-03-14T00:00:00,5.9,India Pale Ale
Juleporter Baltic Porter,"Maltig, rostad smak med liten sötma, inslag av kavring, mörk sirap, pomerans, lakrits, kaffe och kryddor.",Brygghus 19,true,2026-03-14T00:00:00,6.4,Porter
Festbock,"Maltig smak med tydlig beska, inslag av kavring, torkad frukt, farinsocker, mörk choklad, apelsin, kaffe och kryddor.",Brygghus 19,true,2026-03-14T00:00:00,6.3,Bock
Repslagargrannar Session IPA,"Humlearomatisk smak med inslag av ananas, rosmarin, honung, citrus och sockerkaka.",Brygghus 19,true,2026-03-14T00:00:00,5.8,India Pale Ale
Capyfication IPA,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av mango, tallbarr, grapefrukt, ljust bröd och honung.",Brygghus 19,true,2026-03-14T00:00:00,5.7,India Pale Ale
New Cloudy Sunrise DIPA,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av mango, ananas, honung, sockerkaka, apelsinmarmelad, tallbarr och grapefrukt.",Brygghus 19,true,2026-03-14T00:00:00,9.7,Double IPA
New Zealand IPA,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av ananas, grapefruktskal, honung, färska örter, vita blommor och vetebröd.",Brygghuset Finn,true,2026-03-14T00:00:00,6.1,India Pale Ale
Frasses Fulöl,"Maltig smak med tydlig beska, inslag av sirapslimpa, aprikos, apelsinskal och honung.",Brygghuset Finn,true,2026-03-14T00:00:00,5.1,Lager
Finn Golden Ale,"Fruktig smak med tydlig beska, inslag av grapefrukt, halm, rostat bröd, ananas och mango.",Brygghuset Finn,true,2026-03-14T00:00:00,4.5,Lager
Easter Lager,"Maltig smak med tydlig beska, inslag av rågbröd, choklad, dadlar, hasselnötter och pomerans.",Brygghuset Finn,true,2026-03-14T00:00:00,4.5,Lager
Finn Summer Sour,"Mycket fruktig, syrlig smak med inslag av passionsfrukt, guava, ljust bröd och apelsin.",Brygghuset Finn,true,2026-03-14T00:00:00,3.7,Sour
Unfiltered Helles,"Maltig smak med inslag av ljust bröd, honung, aprikos, citrus, halm och örter.",Brygghuset Finn,true,2026-03-14T00:00:00,4.1,Lager
Autumn Light,"Humlearomatisk, fruktig smak med tydlig beska, inslag av apelsinskal, torkade aprikoser, sirap, tallkåda och mörkt knäckebröd.",Brygghuset Finn,true,2026-03-14T00:00:00,5.1,Lager
Finn Brown Ale,"Maltig smak med liten sötma, inslag av kavring, torkad frukt, choklad, apelsin och knäck.",Brygghuset Finn,true,2026-03-14T00:00:00,5.9,Brown Ale
Folhammar Lager,"Maltig smak med inslag av ljust knäckebröd, citrus, honung och örter.",Brygghuset Ljugarn AB,true,2026-03-14T00:00:00,4.1,Lager
Vitvär APA,"Maltig, något humlearomatisk smak med tydlig beska, inslag av knäckebröd, honung, torkad mango, örter och citrusskal.",Brygghuset Ljugarn AB,true,2026-03-14T00:00:00,4.4,Lager
Brown Älj,"Maltig, något rostad smak med inslag av rågbröd, kaffe, mörk choklad, tobak, pomerans och örter.",Bryggkonst Örebro,true,2026-03-14T00:00:00,4.7,Lager
Citronärlans Pale ale,"Maltig, något humlearomatisk smak med liten sötma, inslag av ljust bröd, mango och apelsinskal.",Bryggkonst Örebro,true,2026-03-14T00:00:00,5.8,Pale Ale
"Dä går aldri, Bitter?","Maltig smak med inslag av kavring, knäck, apelsinskal och kryddor.",Bryggkonst Örebro,true,2026-03-14T00:00:00,4.5,Lager
Som en lager,"Fruktig smak med inslag av banan, ljust bröd och mandarin.",Bryggkonst Örebro,true,2026-03-14T00:00:00,5.3,Lager
Strong Älj,"Maltig smak med liten sötma, inslag av mörkt knäckebröd, aprikos, apelsinskal, nötter och ljus sirap.",Bryggkonst Örebro,true,2026-03-14T00:00:00,5,Lager
Kalsongläge Pale Ale,"Fruktig smak med inslag av grapefrukt, kryddor, ananas, citron och ljust bröd.",Brygglabbet,true,2026-03-14T00:00:00,5.1,Pale Ale
Dyngmörk,"Maltig, rostad smak med liten sötma, inslag av mörk sirap, kavring, kaffe, russin och choklad.",Brygglabbet,true,2026-03-14T00:00:00,5.1,Lager
Skogstokig IPA,"Humlearomatisk, nyanserad smak med tydlig beska, inslag av syltade apelsinskal, torkade aprikoser, ljus sirap, tallkåda, ananas och nötter.",Brygglabbet,true,2026-03-14T00:00:00,5.7,India Pale Ale
Kalhygge,"Maltig smak med inslag av sirapslimpa, ananas, apelsinskal och honung.",Brygglabbet,true,2026-03-14T00:00:00,4.7,Lager
Rågdjuret,"Maltig smak med inslag av knäckebröd, mango, grapefruktskal och örter.",Brygglabbet,true,2026-03-14T00:00:00,5.2,Lager
Du Luktar Fortfarande Hallontårta,"Bärig smak med inslag av hallon, körsbär, ljust bröd och färska örter.",Brygglabbet,true,2026-03-14T00:00:00,5.4,Lager
Lejonlager,"Maltig smak med inslag av ljust bröd, örter och citrus.",Brygglabbet,true,2026-03-14T00:00:00,4.8,Lager
Skogstokig jul IPA,"Något humlearomatisk smak med liten sötma, inslag av ljust bröd, ananas, grapefrukt, honung och granskott.",Brygglabbet,true,2026-03-14T00:00:00,5.7,India Pale Ale
Här Kommer Efterrätten,"Maltig smak med sötma, inslag av kavring, banan, russin, mjölkchoklad och kryddor.",Brygglabbet,true,2026-03-14T00:00:00,4.2,Lager
Fläderjackan,"Fruktig, något blommig smak med inslag av ljust bröd, fläder, honung, citrus och örter.",Brygglabbet,true,2026-03-14T00:00:00,5,Lager
Surast I Stan Citron Lime,"Fruktig, syrlig smak med tydlig karaktär av citron, inslag av ljust bröd och lime.",Brygglabbet,true,2026-03-14T00:00:00,5,Lager
Sönnsvalls industrilager,"Maltig smak med inslag av ljust knäckebröd, citrus, honung och örter.",Brygglabbet,true,2026-03-14T00:00:00,4.7,Lager
Här kommer efterrätten Chokladboll,"Maltig, mycket söt smak med inslag av kavring, kokos, choklad, arrak och vanilj.",Brygglabbet,true,2026-03-14T00:00:00,4.2,Lager
Safari NEIPA,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av ananas, passionsfrukt, tallbarr, knäckebröd, färska örter och mango.",Brygglabbet,true,2026-03-14T00:00:00,7.6,New England IPA
Godnatt Tomtejävel Stout,"Maltig, rostad, mycket söt smak med inslag av kavring, choklad, dadlar, mörk sirap och nötter.",Brygglabbet,true,2026-03-14T00:00:00,8.4,Stout
Kanelen Lager,"Maltig, kryddig smak med inslag av knäckebröd, honung, kanel och pomerans.",Brygglabbet,true,2026-03-14T00:00:00,5.1,Lager
Raketöl,"Mycket fruktig smak med tydlig beska och liten sötma, inslag av ananas, mango, aprikos, ljust bröd och citrus.",Brygglabbet,true,2026-03-14T00:00:00,5.2,Lager
Premium Gold,"Maltig smak med inslag av knäckebröd, apelsinskal och kryddor",Åbro Bryggeri,true,2026-03-14T00:00:00,4.8,Lager
Bästa Julöl,"Maltig smak med inslag av mörkt knäckebröd, apelsin, farinsocker, nötter och choklad.",Åbro Bryggeri,true,2026-03-14T00:00:00,4.3,Lager
Bästa Mellanöl,"Maltig smak med inslag av knäckebröd, örter och apelsinskal.",Åbro Bryggeri,true,2026-03-14T00:00:00,5.4,Lager
Bästa Pilsner,"Maltig smak med inslag av knäckebröd, honung, örter och citrus.",Åbro Bryggeri,true,2026-03-14T00:00:00,5.2,Pilsner
Premium Dark,"Maltig smak med inslag av sirapslimpa, aprikos, knäck och pomerans.",Åbro Bryggeri,true,2026-03-14T00:00:00,4.8,Lager
Bästa Ekologiska,"Maltig smak med tydlig beska, inslag av ljust bröd, färska örter och grapefrukt.",Åbro Bryggeri,true,2026-03-14T00:00:00,4.6,Lager
Bryggmästarens Premium Gold,"Maltig smak med inslag av knäckebröd, apelsinskal och kryddor",Åbro Bryggeri,true,2020-10-26T00:00:00,5.7,Ljus lager
Stoorn Dubbel NEIPA,"Maltig smak med sötma, inslag av kavring, sirap och kryddor.",Bryggverket,true,2026-03-14T00:00:00,7.2,New England IPA
Stout of Heaven,"Maltig, smakrik, söt öl med inslag av kavring, choklad, fruktkaka, mörk sirap och pomerans.",Bryggverket,true,2026-03-14T00:00:00,6.2,Stout
Megasourus,"Mycket fruktig, syrlig smak med liten sötma, tydlig karaktär av svarta vinbär, inslag av citron och vanilj.",Bryggverket,true,2026-03-14T00:00:00,5.1,Sour
UÅ West Coast IPA,"Något humlearomatisk smak med tydlig beska, inslag av grapefrukt, rosmarin, mango, vitpeppar och ananas.",Bryggverket,true,2026-03-14T00:00:00,7.1,India Pale Ale
The Bru-Team Brut IPA,"Fruktig, humlearomatisk smak med inslag av ananas, grapefrukt, ljust bröd, tallbarr och passionsfrukt.",Bryggverket,true,2026-03-14T00:00:00,7,India Pale Ale
St. Norrlandus XII,"Fruktig smak med sötma, inslag av torkade aprikoser, pomerans, mörk sirap och fruktkaka.",Bryggverket,true,2026-03-14T00:00:00,5.1,Lager
Sommar-lager,"Maltig smak med inslag av ljust bröd, honung, citrus och färska örter.",Bryggverket,true,2026-03-14T00:00:00,5.3,Lager
Hooja Varg IPA,"Fruktig smak med tydlig beska, inslag av grapefrukt, mango, sockerkaka och färska örter.",Bryggverket,true,2026-03-14T00:00:00,6.5,India Pale Ale
How to Cross the Line,"Fruktig smak med tydlig beska, inslag av grapefrukt, mango, tallbarr, apelsinskal, ljust bröd och färska örter.",Bryggverket,true,2026-03-14T00:00:00,4.6,Lager
Den Store Narcissius,"Nyanserad, något humlearomatisk smak med tydlig beska, inslag av sirapslimpa, torkade fikon, apelsinmarmelad, choklad, kryddor, örter och pomerans.",Bryggverket,true,2026-03-14T00:00:00,4.3,Lager
Bryggverket Dubbelpipa,"Nyanserad, fruktig smak med tydlig beska och liten sötma, inslag av apelsinmarmelad, torkade aprikoser, knäck och vörtbröd.",Bryggverket,true,2018-04-03T00:00:00,9.5,Ale
Oberoende Imperial DDH WC IPA,"Fruktig, humlearomatisk smak med tydlig beska och liten sötma, inslag av passionsfrukt, aprikosmarmelad, grapefrukt, fruktkaka, mango, tallbarr och honung.",Bryggverket,true,2026-03-14T00:00:00,6.8,India Pale Ale
Bränd Ipa,"Fruktig smak med liten sötma och tydlig beska, inslag av apelsinskal, aprikos, rostad råglimpa och ljus sirap.",U and Me Beer,true,2019-06-03T00:00:00,6.7,Ale
Stout,"Maltig, nyanserad, rostad smak med inslag av mörk choklad, katrinplommon, kaffe, pumpernickel, tobak och lakrits.",Bröderna Bommen,true,2026-03-14T00:00:00,4.6,Stout
Brown Ale,"Maltig smak med inslag av mjuk pepparkaka, vörtbröd, knäck och kryddor.",Bröderna Bommen,true,2026-03-14T00:00:00,5.5,Brown Ale
Ljungan Pale Ale,"Fruktig smak med inslag av röda äpplen, aprikos, jäst och citrusskal.",Bröderna Bommen,true,2026-03-14T00:00:00,4.9,Pale Ale
Syster VERA,"Fruktig smak med tydlig beska, inslag av aprikos, clementinskal, mango, gräs och kryddor.",Bröderna Bommen,true,2026-03-14T00:00:00,4.2,Lager
Bröderna Bommen IPA,"Fruktig smak med tydlig beska, inslag av apelsinskal, sirapslimpa, aprikos och honung.",Bröderna Bommen,true,2016-12-01T00:00:00,5.9,Ale
Extra Special Bua,"Maltig smak med tydlig beska, inslag av mörkt knäckebröd, sirap, apelsin och aprikos.",Bua Beach Brewery,true,2026-03-14T00:00:00,4.9,Lager
"Faith, Hops & Love","Fruktig smak med inslag av mango, rosmarin, torkad ananas, grapefrukt och honung.",Bua Beach Brewery,true,2026-03-14T00:00:00,5.4,Lager
SommarAPA,"Något humlearomatisk smak med tydlig beska, inslag av ljust knäckebröd, ananas, rosmarin, grapefrukt och nektarin.",Bua Beach Brewery,true,2026-03-14T00:00:00,5.2,Lager
Skull,"Maltig, något humlearomatisk smak med tydlig beska, inslag av mörkt knäckebröd, tropisk frukt, smörkola, rosmarin och apelsinskal.",Bua Beach Brewery,true,2026-03-14T00:00:00,4.1,Lager
Do We Live In A World Of Hopstacles?,"Humlearomatisk smak med tydlig beska, inslag av passionsfrukt, grapefrukt, tallbarr, sockerkaka och ananas.",Bua Beach Brewery,true,2026-03-14T00:00:00,5,Lager
Strandkrabba,"Maltig smak med inslag av knäckebröd, halm, citrus och honung.",Bua Beach Brewery,true,2026-03-14T00:00:00,4.1,Lager
Kosim,"Humlearomatisk smak med inslag av citron, ananas, passionsfrukt och ljust bröd.",Bua Beach Brewery,true,2026-03-14T00:00:00,4.1,Lager
Eyes On My Beer,"Fruktig, humlearomatisk smak med tydlig beska, inslag av ananas, passionsfrukt, sockerkaka, rosmarin och grapefrukt.",Bua Beach Brewery,true,2026-03-14T00:00:00,4.2,Lager
Julgransporter,"Maltig, rostad smak med inslag av kavring, torkad frukt, kaffe, mörk choklad, apelsin och nötter.",Bua Beach Brewery,true,2026-03-14T00:00:00,6.6,Porter
Vinteröl,"Maltig smak med inslag av vörtbröd, knäck, torkad frukt, kryddor och choklad.",Bua Beach Brewery,true,2026-03-14T00:00:00,5.1,Lager
Look At My Beer,"Fruktig, humlearomatisk smak med liten sötma, inslag av passionsfrukt, mango, tallbarr, sockerkaka och torkad ananas.",Bua Beach Brewery,true,2026-03-14T00:00:00,4.7,Lager
Il Dolce Far Niente,"Maltig smak med inslag av ljust bröd, honung, citrus och örter.",Bua Beach Brewery,true,2026-03-14T00:00:00,4.3,Lager
Skull Dia de los Muertos,"Humlearomatisk smak med tydlig beska, inslag av fruktkaka, grapefrukt, mango, tallkåda, nötter och torkade aprikoser.",Bua Beach Brewery,true,2026-03-14T00:00:00,4.8,Lager
Bud,"Brödig smak med inslag av ljust bröd, honung och citrus.",Anheuser-Busch,true,2026-03-14T00:00:00,4,Lager
Budejovicky Original Czech Lager,"Maltig smak med inslag av knäckebröd, aprikos, apelsinskal och örter.",Budéjovický Budvar N P,true,2026-03-14T00:00:00,4.9,Lager
Cabo,,Burdock,true,2026-03-14T00:00:00,4,Lager
Humlat mixpack öl,,Burdock,true,2026-03-14T00:00:00,4.4,Lager
Mixad öl,,Burdock,true,2026-03-14T00:00:00,4.7,Lager
Burgsviks Bryggeri Citra,"Nyanserad smak med tydlig beska, inslag av knäckebröd, citrusskal, aprikos och tallkåda.",Burgsviks bryggeri,true,2017-03-01T00:00:00,5,Ale
Burgsviks Bryggeri Storsudret 5.0,"Maltig smak med inslag av knäckebröd, ljus sirap, apelsin och aprikosmarmelad.",Burgsviks bryggeri,true,2020-09-01T00:00:00,5,Ljus lager
Summer Hazy,"Fruktig smak med tydlig beska, inslag av aprikos, smörkola, rosmarin, apelsinskal och fruktkaka.",Burgsviks bryggeri,true,2026-03-14T00:00:00,4.2,Lager
Påsklager,"Maltig smak med liten sötma, inslag av kavring, torkade fikon, choklad, ljus sirap, nötter och pomerans.",Burgsviks bryggeri,true,2026-03-14T00:00:00,4.7,Lager
Amarillo Lager,"Något humlearomatisk smak med tydlig beska, inslag av knäckebröd, apelsinskal, honung, ananas och örter.",Burgsviks bryggeri,true,2026-03-14T00:00:00,4.4,Lager
New Gotland IPA,"Humlearomatisk, fruktig smak med inslag av apelsinmarmelad, tallbarr, mango, torkad ananas och krusbär.",Burgsviks bryggeri,true,2026-03-14T00:00:00,6.9,India Pale Ale
Julporter,"Maltig, rostad smak med inslag av kavring, mörk choklad, kaffe, pomerans och hasselnötter.",Burgsviks bryggeri,true,2026-03-14T00:00:00,6.6,Porter
Anniversaire,"Kryddig, något syrlig smak med inslag av fat, knäckebröd, halm, rosépeppar, örter, grapefrukt och citrusskal.",Burning Sky Brewery,true,2026-03-14T00:00:00,4.7,Lager
Raspberry & Basil Provision,"Bärig, mycket syrlig smak med tydlig karaktär av hallon, inslag av vetebröd, basilika och blodapelsin.",Burning Sky Brewery,true,2026-03-14T00:00:00,5.2,Lager
Brasserie Dubuisson,,Brasserie Dubuisson,true,2026-03-14T00:00:00,5.5,Lager
Vacationland Juice,"Mycket fruktig smak med tydlig beska, inslag av ananas, sockerkaka, tallbarr, nektarin och grapefrukt.",Business Monkey Brewing,true,2026-03-14T00:00:00,4.4,Lager
We Need To Go Dejpa,"Fruktig smak med liten sötma, inslag av ananas, mango, fruktkaka, aprikos och apelsin.",Business Monkey Brewing,true,2026-03-14T00:00:00,4.7,Lager
Hop Tropic,"Humlearomatisk smak med inslag av mango, tallkåda, apelsin, sirap och mörkt bröd.",Business Monkey Brewing,true,2026-03-14T00:00:00,5.1,Lager
Hoppy Camper,"Fruktig, humlearomatisk smak med tydlig beska, inslag av ananas, passionsfrukt, tallbarr, ambrosiakaka och grapefrukt.",Business Monkey Brewing,true,2026-03-14T00:00:00,5.1,Lager
Vänerpilsner,"Maltig smak med tydlig beska, inslag av knäckebröd, aprikos, timjan och apelsinskal.",Bustad Brewing,true,2026-03-14T00:00:00,4.9,Pilsner
Tomteluva,"Nyanserad, fruktig smak med inslag av aprikos, kanel, pomerans, knäck och torkad ingefära.",Bustad Brewing,true,2026-03-14T00:00:00,4,Lager
